-1.793999710083007812e+02 1.148812445390653319e-03
-1.781999740600585938e+02 1.310479523197959593e-03
-1.769999771118164062e+02 1.500956198081384099e-03
-1.757999725341796875e+02 1.777839057743030218e-03
-1.745999679565429688e+02 1.962147847142875403e-03
-1.733999710083007812e+02 2.229053287823273832e-03
-1.721999740600585938e+02 2.445244313815960260e-03
-1.709999771118164062e+02 2.749292706098626152e-03
-1.697999801635742188e+02 3.100245979571336109e-03
-1.685999832153320312e+02 3.335246577208760867e-03
-1.673999786376953125e+02 3.602820493071853380e-03
-1.661999740600585938e+02 3.904295643422991003e-03
-1.649999771118164062e+02 4.140010528591228471e-03
-1.637999801635742188e+02 4.392868314498974899e-03
-1.625999832153320312e+02 4.679059518511319987e-03
-1.613999862670898438e+02 4.897869598783653744e-03
-1.601999893188476562e+02 4.927155387546980521e-03
-1.589999847412109375e+02 5.138281064035399998e-03
-1.577999801635742188e+02 5.187632240450062819e-03
-1.565999832153320312e+02 5.266441964683079256e-03
-1.553999862670898438e+02 5.339537388669594008e-03
-1.541999893188476562e+02 5.297632520195240217e-03
-1.529999923706054688e+02 5.327632596489380139e-03
-1.517999877929687500e+02 5.294469951390352348e-03
-1.505999832153320312e+02 5.221679946085474623e-03
-1.493999862670898438e+02 5.056441430624105011e-03
-1.481999893188476562e+02 4.957393559684723089e-03
-1.469999923706054688e+02 4.915488691210370166e-03
-1.457999954223632812e+02 4.789774085787309663e-03
-1.445999984741210938e+02 4.702869102871747725e-03
-1.433999938964843750e+02 4.554715571799138399e-03
-1.421999893188476562e+02 4.403820723304771242e-03
-1.409999923706054688e+02 4.286677568251465870e-03
-1.397999954223632812e+02 4.224296457227143947e-03
-1.385999984741210938e+02 4.047629341272767495e-03
-1.374000015258789062e+02 4.026915002879195848e-03
-1.362000045776367188e+02 3.843581203303899751e-03
-1.350000000000000000e+02 3.787818611173679462e-03
-1.337999954223632812e+02 3.728104719155823314e-03
-1.325999984741210938e+02 3.691914150927972944e-03
-1.314000015258789062e+02 3.601199634514741770e-03
-1.302000045776367188e+02 3.575723379249084229e-03
-1.290000076293945312e+02 3.525247060404976610e-03
-1.278000068664550781e+02 3.514272308400749091e-03
-1.266000061035156250e+02 3.507866063821863702e-03
-1.254000091552734375e+02 3.424532518560366185e-03
-1.242000083923339844e+02 3.414272689869020296e-03
-1.230000076293945312e+02 3.461913566006238029e-03
-1.218000106811523438e+02 3.462389757693446358e-03
-1.206000099182128906e+02 3.539510307363518370e-03
-1.194000091552734375e+02 3.609294893197287704e-03
-1.182000122070312500e+02 3.628104464842025600e-03
-1.170000114440917969e+02 3.704033489281195659e-03
-1.158000106811523438e+02 3.838104998901001146e-03
-1.146000137329101562e+02 3.903819451735782674e-03
-1.134000167846679688e+02 4.038343603372200954e-03
-1.122000160217285156e+02 4.144031810820801402e-03
-1.110000152587890625e+02 4.314772877796770739e-03
-1.098000183105468750e+02 4.397868327214664308e-03
-1.086000175476074219e+02 4.628077583380335765e-03
-1.074000167846679688e+02 4.936679221291151443e-03
-1.062000198364257812e+02 5.163108368558821937e-03
-1.050000228881835938e+02 5.485728236642621776e-03
-1.038000221252441406e+02 5.705216331564955112e-03
-1.026000213623046875e+02 6.042634414833034096e-03
-1.014000244140625000e+02 6.470730741633530687e-03
-1.002000236511230469e+02 6.802593097785757797e-03
-9.900002288818359375e+01 7.210494527712029908e-03
-9.780002593994140625e+01 7.690495748418258240e-03
-9.660002517700195312e+01 8.185683059811500392e-03
-9.540002441406250000e+01 8.710974534106205244e-03
-9.420002746582031250e+01 9.181451921068263522e-03
-9.300003051757812500e+01 9.839786928634099844e-03
-9.180002975463867188e+01 1.052734079376281204e-02
-9.060002899169921875e+01 1.113931404302626223e-02
-8.940003204345703125e+01 1.192693509366922130e-02
-8.820003128051757812e+01 1.269257062930457397e-02
-8.700003051757812500e+01 1.346884377685054167e-02
-8.580003356933593750e+01 1.416598840692387395e-02
-8.460003662109375000e+01 1.486003779103035188e-02
-8.340003585815429688e+01 1.570208295844993315e-02
-8.220003509521484375e+01 1.643789894659591910e-02
-8.100003814697265625e+01 1.714790075222388105e-02
-7.980003738403320312e+01 1.772136096980133843e-02
-7.860003662109375000e+01 1.826552264210237406e-02
-7.740003967285156250e+01 1.859980920652278338e-02
-7.620003890991210938e+01 1.889730886486850128e-02
-7.500003814697265625e+01 1.920862027861892918e-02
-7.380004119873046875e+01 1.921695363314507993e-02
-7.260004425048828125e+01 1.915123918031030187e-02
-7.140004348754882812e+01 1.895849910763672264e-02
-7.020004272460937500e+01 1.862028544907275499e-02
-6.900004577636718750e+01 1.791385508109885269e-02
-6.780004501342773438e+01 1.743064779306981171e-02
-6.660004425048828125e+01 1.669099482834726991e-02
-6.540004730224609375e+01 1.583384979137186094e-02
-6.420004844665527344e+01 1.470499065081872815e-02
-6.300004959106445312e+01 1.367408239403743175e-02
-6.180005073547363281e+01 1.262784911428689420e-02
-6.060004997253417969e+01 1.149094507520625509e-02
-5.940005111694335938e+01 1.048026474792961363e-02
-5.820005226135253906e+01 9.267136965255851414e-03
-5.700005340576171875e+01 8.207639920726756202e-03
-5.580005455017089844e+01 7.096900249817099035e-03
-5.460005378723144531e+01 6.209281766530684935e-03
-5.340005493164062500e+01 5.369299369120128680e-03
-5.220005607604980469e+01 4.510473322794482202e-03
-5.100005722045898438e+01 3.793581076147000460e-03
-4.980005836486816406e+01 3.209045578791386560e-03
-4.860005760192871094e+01 2.672379253327980455e-03
-4.740005874633789062e+01 2.166672176798952344e-03
-4.620005989074707031e+01 1.739998893738496383e-03
-4.500006103515625000e+01 1.431432211748934202e-03
-4.380006217956542969e+01 1.123808809311125072e-03
-4.260006332397460938e+01 8.959546594829073240e-04
-4.140006446838378906e+01 6.897614662233749003e-04
-4.020006370544433594e+01 5.483329847126103967e-04
-3.900006484985351562e+01 4.380963522318760055e-04
-3.780006599426269531e+01 3.385712133136483423e-04
-3.660006713867187500e+01 2.452387189124088777e-04
-3.540006828308105469e+01 1.959522563692915153e-04
-3.420006752014160156e+01 1.504760948060658847e-04
-3.300006866455078125e+01 1.178574425841188289e-04
-3.180007076263427734e+01 7.738102617724962773e-05
-3.060007095336914062e+01 6.476186358742077047e-05
-2.940007114410400391e+01 5.047623861408283405e-05
-2.820007228851318359e+01 3.452384244831136883e-05
-2.700007343292236328e+01 3.071431500573908126e-05
-2.580007457733154297e+01 1.714287349157530085e-05
-2.460007476806640625e+01 1.142856416248601772e-05
-2.340007495880126953e+01 1.095239139739533185e-05
-2.220007610321044922e+01 1.119048686255609898e-05
-2.100007724761962891e+01 6.904768489662273766e-06
-1.980007839202880859e+01 5.476195698697665926e-06
-1.860007953643798828e+01 4.047622907733057240e-06
-1.740007972717285156e+01 4.285711560932257069e-06
-1.620008039474487305e+01 2.380956543823738866e-06
-1.500008153915405273e+01 2.619048035334093203e-06
-1.380008220672607422e+01 1.904763721286144633e-06
-1.260008287429809570e+01 9.523811037578519582e-07
-1.140008354187011719e+01 1.190477325803840290e-06
-1.020008468627929688e+01 9.523818606430723166e-07
-9.000085353851318359e+00 7.142858278183890745e-07
-7.800086021423339844e+00 2.380954651607680791e-07
-6.600086927413940430e+00 7.142861116502338418e-07
-5.400087833404541016e+00 7.142863954823042374e-07
-4.200088739395141602e+00 0.000000000000000000e+00
-3.000089526176452637e+00 7.142862535662407699e-07
