0.000000000000000000e+00 -4.113352296307198014e-13 -3.052594884718829066e-13 -3.848884629670644328e-13 -5.605116686054765985e-13 6.909422341260478774e-14 1.147066166438004428e-13
3.333333333333333547e-03 -3.323567398818409711e-13 -2.419590986347984750e-13 -3.160723826036131133e-13 -4.579445330131341186e-13 5.674053113937355809e-14 8.724064848852877205e-14
6.666666666666667095e-03 -2.615905946270651354e-13 -1.858064475187363598e-13 -2.538868332858285398e-13 -3.655077556701047305e-13 4.557713537407562436e-14 6.339391802937684882e-14
1.000000000000000021e-02 -1.990450534306689514e-13 -1.368087203262931944e-13 -1.983384870443380643e-13 -2.832115286197642050e-13 3.560523386312099469e-14 4.317006041063700909e-14
1.333333333333333419e-02 -1.447283758569292780e-13 -9.497310226006548627e-14 -1.494340159097682816e-13 -2.110660439054880100e-13 2.682602435291960775e-14 2.657271077660163938e-14
1.666666666666666644e-02 -9.864882147012307533e-14 -6.030677852265002046e-14 -1.071800919127466699e-13 -1.490814935706520677e-13 1.924070458988151270e-14 1.360550427156315778e-14
2.000000000000000042e-02 -6.081464983452720242e-14 -3.281693431664329171e-14 -7.158338708389992511e-14 -9.726806965863178282e-14 1.285047232041660407e-14 4.272076039813906641e-15
2.333333333333333440e-02 -3.123412051441839208e-14 -1.251075484464197777e-14 -4.265057345385531719e-14 -5.563596421280300201e-14 7.656525290934904157e-15 -1.423938774353727522e-15
2.666666666666666838e-02 -9.915493074073604312e-15 6.045746907573319337e-16 -2.038832305323982589e-14 -2.419536927654131931e-14 3.660061247846394276e-15 -3.478905026647348716e-15
3.000000000000000236e-02 3.132972922230320772e-15 6.521869086957972269e-15 -4.803307912680582417e-15 -2.956476893222429783e-15 8.622779375610525664e-16 -1.889187572774620902e-15
3.333333333333333287e-02 7.903017910216505204e-15 5.233943141363347510e-15 4.097799937195433484e-15 8.070520893777996750e-15 -7.356268935111380962e-16 3.125450874632508136e-15
3.666666666666666685e-02 4.386382325608108880e-15 -3.198832770273801639e-15 6.308328465761090611e-15 8.875432041084303086e-15 -1.132455498960197991e-15 7.294678260266451928e-15
4.000000000000000083e-02 -6.949080796721461299e-15 -1.330890977851853301e-14 1.821605642389396601e-15 -5.517248183096795757e-16 -3.270101323761537077e-16 2.823011068108836831e-15
4.333333333333333481e-02 -1.655292846970516879e-14 -1.035964209706378168e-14 -8.187532768368487576e-15 -1.607535808616351749e-14 1.469805600133261009e-15 -1.498881334063996822e-14
4.666666666666666879e-02 -6.722646560653626795e-15 1.935973979217896964e-14 -1.343787610171718578e-14 -1.878193132377684439e-14 2.412334229000783735e-15 -2.606919421071639410e-14
5.000000000000000278e-02 3.355012490540478194e-14 5.064465405340051345e-14 5.843881739846739408e-16 1.316032344981877597e-14 -1.049079173267833454e-16 1.166925123696173360e-15
5.333333333333333676e-02 5.934166571579500467e-14 2.226879958744422887e-14 3.553339016690973651e-14 6.497564374392673164e-14 -6.378866178199283927e-15 7.172082922952360380e-14
5.666666666666667074e-02 -1.136744643685531289e-15 -1.063103374072885946e-13 4.464087485897585332e-14 5.498580174679822924e-14 -8.013819268737471370e-15 9.043665912128355827e-14
6.000000000000000472e-02 -1.613322404216353807e-13 -1.921300225787703267e-13 -2.947683868471396673e-14 -9.651021623280721290e-14 5.291609059617932758e-15 -5.982450583008613954e-14
6.333333333333333870e-02 -2.068501430534192905e-13 -1.160802329704540651e-15 -1.563568551500204619e-13 -2.654988924327379947e-13 2.806879530382873928e-14 -3.175143851306740027e-13
6.666666666666666574e-02 1.291096822838232290e-13 5.177166959202629781e-13 -1.370342798772199566e-13 -1.274203007939141062e-13 2.460005445741892624e-14 -2.783376962710183407e-13
7.000000000000000666e-02 7.169600055336972436e-13 6.750670666833426493e-13 2.264974833274209967e-13 5.443917355754281503e-13 -4.066026711940367446e-14 4.600999940258631438e-13
7.333333333333333370e-02 6.417256661677324203e-13 -3.967594807914425230e-13 6.453103252449796456e-13 1.018546051844248127e-12 -1.158445110025360589e-13 1.310904674939892556e-12
7.666666666666667462e-02 -1.018048364589013287e-12 -2.310639689218570876e-12 3.284573934014842368e-13 5.634075304304214399e-14 -5.896385759722285153e-14 6.672481721958154818e-13
8.000000000000000167e-02 -2.970142060139466935e-12 -2.110951328914540528e-12 -1.296350812596037253e-12 -2.680711712327143863e-12 2.327176865113959996e-13 -2.633500977964689425e-12
8.333333333333334259e-02 -1.568710322439962714e-12 3.213457891804663169e-12 -2.489633814188303443e-12 -3.612745434469824685e-12 4.469328949146028006e-13 -5.057631568037848813e-12
8.666666666666666963e-02 5.883525319212673860e-12 9.605141765034975174e-12 -2.272405048952989251e-13 1.867896696890381964e-12 4.079365251063003725e-14 -4.616340354276405726e-13
9.000000000000001055e-02 1.149976814874584487e-11 5.256017829940391957e-12 6.436343988514797027e-12 1.205886495748698682e-11 -1.155436528480387252e-12 1.307529392964323777e-11
9.333333333333333759e-02 1.320221581371033434e-12 -1.875780889161224984e-11 8.890254825174013645e-12 1.146507826551094274e-11 -1.595956522963184882e-12 1.806036272388341801e-11
9.666666666666667851e-02 -2.937594334200995111e-11 -3.732010772783416322e-11 -4.142071259976969341e-12 -1.605909052373556869e-11 7.435743717064032141e-13 -8.414529690127121903e-12
1.000000000000000056e-01 -4.124511998435731694e-11 -5.150064459736193401e-12 -2.912719529245704363e-11 -5.047157150665170872e-11 5.228841943988877355e-12 -5.917127886943426682e-11
1.033333333333333465e-01 1.784632637492749071e-11 9.419445218262508863e-11 -2.851074381443453748e-11 -2.952582892938303842e-11 5.118178101749569412e-12 -5.791897113768080014e-11
