0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -0.000000000000000000e+00 -0.000000000000000000e+00
2.094395102393195249e-02 4.025803985452018391e-17 -1.696289952339864399e-17 2.163911168063393135e-17 2.430952735937185838e-17 -1.695477701329243160e-16 -4.559265990228123621e-17
4.188790204786390498e-02 2.413679045541765085e-17 -8.020386845787004793e-18 -8.262157655769958254e-19 -1.703038080361121021e-17 -1.777736194315971378e-16 -3.257021811602788669e-17
6.283185307179585399e-02 -1.309302958003159188e-17 8.383783485806613902e-18 -2.060853121743238590e-17 -2.639216020047760211e-17 -7.737930308393652535e-17 6.948272539345586060e-18
8.377580409572780995e-02 -1.710374907375732223e-17 4.298629990779378107e-18 2.820267884427388804e-17 1.022101202643978296e-16 4.011803106258780256e-17 2.254455600610642986e-17
1.047197551196597798e-01 6.403861899876335793e-17 -3.665951712176971939e-17 6.708664924127326899e-17 8.147833663857135621e-18 4.459044386852731960e-17 -4.659656985037525739e-17
1.256637061435917080e-01 1.608132168222717686e-18 3.077097209565268696e-17 -2.783890788961934697e-16 -6.761548073165588515e-16 -1.716874923256213040e-16 -4.918477556174721147e-17
1.466076571675236917e-01 -3.907306322574859403e-16 1.869957869485739513e-16 -4.427827192654657975e-17 1.005715494978799879e-15 1.268905504840127590e-17 3.465616965927451195e-16
1.675516081914556199e-01 5.899608443083812603e-16 -4.740784225794858144e-16 1.765188885101617115e-15 2.917050077349546008e-15 9.764148700073692772e-16 -2.006517966926129314e-16
1.884955592153875759e-01 1.599528249812424950e-15 -5.186772570672392693e-16 -2.396775858598728057e-15 -1.025723961707867163e-14 -1.553573508235332826e-15 -1.804116826341667804e-15
2.094395102393195596e-01 -5.718675896772798453e-15 3.443957322501029607e-15 -7.324685693058582048e-15 -3.725784512478389101e-15 -3.760149325885558978e-15 3.865142952674414967e-15
2.303834612632514878e-01 -1.759356202500991548e-15 -1.832926607570548034e-15 2.409255623775398861e-14 6.267613780256243367e-14 1.411692932917309838e-14 5.534136261225674009e-15
2.513274122871834160e-01 3.391016236786829426e-14 -1.689250920486776777e-14 1.052096804715667216e-14 -6.986321090094648572e-14 2.888704812596616236e-15 -2.896732005774766476e-14
