    0.0           6.2e+10         9.2658832e+12
    0.002002002   6.1e+10         7.2658832e+12
    0.004004004   6.0e+10         4.8991262e+12
    0.006006006   5.8882997e+10   4.1689747e+11
    0.008008008   5.5482448e+10   2.6629284e+12
     0.01001001   4.8220621e+10   3.7356711e+12
    0.012012012   4.0524806e+10   3.6289206e+12
    0.014014014   3.3690409e+10   3.1393865e+12
    0.016016016    2.795469e+10    2.621743e+12
    0.018018018   2.3192939e+10   2.1759294e+12
     0.02002002    1.924226e+10   1.8052931e+12
    0.022022022   1.5964539e+10   1.4977799e+12
    0.024024024   1.3245143e+10   1.2426485e+12
    0.026026026   1.0988969e+10   1.0309761e+12
    0.028028028   9.1171109e+09   8.5535988e+11
     0.03003003   7.5641047e+09    7.096581e+11
    0.032032032   6.2756371e+09   5.8877513e+11
    0.034034034   5.2066467e+09   4.8848333e+11
    0.036036036   4.3197479e+09   4.0527521e+11
    0.038038038   3.5839232e+09   3.3624073e+11
     0.04004004   2.9734386e+09   2.7896558e+11
    0.042042042   2.4669439e+09   2.3144665e+11
    0.044044044   2.0467253e+09   1.9202209e+11
    0.046046046   1.6980867e+09    1.593131e+11
    0.048048048    1.408835e+09   1.3217575e+11
     0.05005005   1.1688544e+09   1.0966097e+11
    0.052052052   9.6975208e+08   9.0981345e+10
    0.054054054   8.0456476e+08   7.5483607e+10
    0.056056056   6.6751541e+08   6.2625749e+10
    0.058058058   5.5381101e+08   5.1958095e+10
     0.06006006   4.5947499e+08   4.3107567e+10
    0.062062062   3.8120814e+08   3.5764635e+10
    0.064064064   3.1627325e+08   2.9672497e+10
    0.066066066   2.6239935e+08   2.4618092e+10
    0.068068068   2.1770231e+08   2.0424652e+10
     0.07007007   1.8061896e+08   1.6945522e+10
    0.072072072   1.4985237e+08   1.4059027e+10
    0.074074074   1.2432656e+08   1.1664216e+10
    0.076076076    1.031488e+08   9.6773363e+09
    0.078078078        85578464   8.0289013e+09
     0.08008008        71001051   6.6612604e+09
    0.082082082        58906750   5.5265831e+09
    0.084084084        48872590   4.5851864e+09
    0.086086086        40547646   3.8041469e+09
    0.088088088        33640771   3.1561495e+09
     0.09009009        27910411   2.6185319e+09
    0.092092092        23156159   2.1724918e+09
    0.094094094        19211745   1.8024301e+09
    0.096096096        15939221   1.4954047e+09
    0.098098098        13224138   1.2406778e+09
      0.1001001        10971542   1.0293411e+09
      0.1021021       9102652.5    8.540034e+08
